# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "data/afum_ann.gff" "-o" "feature_counts/control_3/control_3_counts.txt" "star_align/control_3/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_align/control_3/Aligned.sortedByCoord.out.bam
Afu1g08790	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2259760;2260277;2260366;2260505;2260631;2261405;2262227;2262780;2263075;2263504;2263729;2264335	2260189;2260306;2260438;2260576;2261343;2262176;2262697;2263009;2263453;2263675;2264279;2264597	+;+;+;+;+;+;+;+;+;+;+;+	4156	4140
Afu2g12160	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3135077;3136671	3136589;3136788	-;-	1631	459
Afu4g11467	Chr4_A_fumigatus_Af293	3010301	3011779	+	1479	298
Afu1g15540	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4204572;4204832	4204766;4205545	+;+	909	123
Afu1g12240	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3231621;3232479;3232652;3232929;3233354;3233559;3234036	3232429;3232592;3232874;3233300;3233508;3233984;3234289	+;+;+;+;+;+;+	2353	190
Afu7g00970	Chr7_A_fumigatus_Af293	264095	265259	+	1165	165
Afu2g10750	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2752602;2753144;2753375;2754402;2755000;2755193	2752886;2753316;2754343;2754509;2755128;2755798	+;+;+;+;+;+	2270	10244
Afu6g10540	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2609862;2610368;2611203	2610319;2611120;2611360	-;-;-	1369	116
Afu6g09000	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2137730;2138306;2139037	2138194;2138982;2141013	+;+;+	3119	588
Afu4g00970	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	261911;262075;262295;263341;263531	262015;262214;263294;263423;263555	-;-;-;-;-	1353	596
Afu1g17720	Chr1_A_fumigatus_Af293	4896067	4896810	+	744	0
Afu3g02760	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	715591;715762;716039;716780;717118;717342;718168;718408;719032;719254;719504	715722;715985;716695;717059;717246;718092;718337;718937;719178;719395;720196	+;+;+;+;+;+;+;+;+;+;+	3855	27
Afu2g16840	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4495642;4496589;4498941	4496321;4498832;4499775	+;+;+	3759	1144
Afu2g08300	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2141230;2141748	2141681;2142906	+;+	1611	484
Afu7g05530	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1336277;1336642	1336580;1338432	+;+	2095	228
Afu5g03210	Chr5_A_fumigatus_Af293	868816	869553	-	738	136
Afu3g05970	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1463356;1464647;1464956;1465443;1465576;1465739	1464590;1464875;1465379;1465514;1465645;1465763	-;-;-;-;-;-	2055	1535
Afu6g09210	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2185515;2185922	2185845;2186547	+;+	957	115
Afu3g09190	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2332923;2333203;2333393;2333504;2333643;2333995	2333156;2333348;2333448;2333588;2333944;2334223	-;-;-;-;-;-	1052	15
Afu3g07580	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1902431;1902795;1903270	1902738;1903088;1903468	+;+;+	801	1
Afu4g14790	Chr4_A_fumigatus_Af293	3900538	3902061	+	1524	1177
Afu8g07290	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1790735;1790813;1790859;1790983	1790781;1790843;1790924;1791102	+;+;+;+	264	0
Afu5g09540	Chr5_A_fumigatus_Af293	2463467	2465098	+	1632	123
Afu8g07360	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1805239;1805559;1805681;1806539;1806624;1806795;1806866;1807251;1807505;1807858	1805503;1805622;1806485;1806572;1806738;1806815;1807200;1807425;1807793;1808033	+;+;+;+;+;+;+;+;+;+	2279	57
Afu8g01640	Chr8_A_fumigatus_Af293	430403	433447	-	3045	2
Afu4g02780	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	771453;772386;772671;772872	772334;772621;772806;773493	+;+;+;+	1876	11
Afu1g17430	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4766732;4767877;4768261;4768635;4768831;4769187;4769569;4769751;4770314	4767802;4768201;4768584;4768753;4769136;4769516;4769696;4770258;4770409	-;-;-;-;-;-;-;-;-	3207	13
Afu1g14750	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3946606;3947771;3948930	3947702;3948830;3949889	-;-;-	3117	1372
Afu1g15070	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4048848;4049311;4049909;4050441;4050702	4049247;4049852;4050347;4050643;4051002	-;-;-;-;-	1885	521
Afu6g02120	Chr6_A_fumigatus_Af293	358912	363588	-	4677	2292
Afu8g07235	Chr8_A_fumigatus_Af293	1776851	1777447	-	597	147
Afu6g13100	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3310553;3311265	3311195;3311700	+;+	1079	181
Afu4g04290	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1205294;1210622	1210564;1211416	-;-	6066	512
Afu5g06210	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1485844;1486486;1486603;1486986	1486409;1486525;1486924;1488489	+;+;+;+	2432	2179
Afu2g07950	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2033755;2034043;2034428;2034688;2035122;2035313;2035415;2036184;2037129;2037843	2033979;2034373;2034641;2035072;2035263;2035370;2036136;2037071;2037789;2038584	-;-;-;-;-;-;-;-;-;-	4368	782
Afu8g02200	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	570198;570343;571138	570276;571040;572443	+;+;+	2083	936
Afu4g12320	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3226699;3227319;3227521;3227700	3227266;3227457;3227629;3228699	+;+;+;+	1816	81
Afu2g07890	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2009901;2010126;2010301;2010758	2010027;2010227;2010685;2011067	-;-;-;-	924	13
Afu6g12350	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3109614;3110070;3111259	3110012;3111186;3113531	+;+;+	3789	641
Afu2g01510	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	359369;361013;361229	360949;361153;361665	-;-;-	2159	135
Afu2g00260	Chr2_A_fumigatus_Af293	52189	54495	-	2307	13
Afu1g10910	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2848155;2848239;2848655;2849043;2849564;2849710;2849864;2849972;2850126	2848188;2848598;2848989;2849498;2849675;2849751;2849889;2849995;2850137	-;-;-;-;-;-;-;-;-	1401	10660
Afu2g07820	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2000307;2000354	2000321;2001550	+;+	1212	61
Afu4g00140	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	31312;31649;32188	31536;31986;32350	+;+;+	726	0
Afu4g10380	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2712195;2716340;2717029;2717228	2716203;2716967;2717168;2718013	+;+;+;+	5563	479
Afu2g10700	Chr2_A_fumigatus_Af293	2738197	2739330	+	1134	42
Afu5g11550	Chr5_A_fumigatus_Af293	2962227	2964135	+	1909	388
Afu2g16790	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4480388;4481048;4481240;4481794;4482058;4482221	4480990;4481187;4481733;4481987;4482136;4482451	-;-;-;-;-;-	1741	305
Afu1g06170	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1782664;1783400;1783965	1783322;1783815;1784284	-;-;-	1395	3614
Afu2g07930	Chr2_A_fumigatus_Af293	2030798	2031136	+	339	71
Afu3g01430	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	362767;362962	362869;363687	+;+	829	1180
Afu3tP(AGG)3	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	577117;577170	577152;577205	-;-	72	0
Afu6g06520	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1405489;1406092;1406758	1406031;1406698;1409237	-;-;-	3630	1146
Afu6g13530	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3445374;3446402	3446341;3446625	-;-	1192	441
Afu7g05640	Chr7_A_fumigatus_Af293	1368854	1369510	+	657	103
Afu1g06370	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1828186;1828933;1829160	1828857;1829110;1829171	-;-;-	862	334
Afu1g05500	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1572836;1573492	1573413;1573616	+;+	703	6984
Afu8g02510	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	668317;669007;669118;669259;669527;669664;669912;670107;670291	668954;669067;669209;669470;669614;669808;670047;670197;670791	+;+;+;+;+;+;+;+;+	1964	14
Afu7g06770	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1644843;1646209	1646067;1646297	-;-	1314	1033
Afu4g10190	Chr4_A_fumigatus_Af293	2658616	2659755	-	1140	1331
Afu4g08350	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2163063;2163802	2163749;2164071	+;+	957	472
Afu2g05140	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1419850;1421109;1422176	1421055;1422012;1423454	+;+;+	3389	276
Afu7g05650	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1371431;1372151;1372637	1372033;1372584;1373458	+;+;+	1859	1263
Afu1g06890	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1959633;1960064;1960248	1959997;1960199;1961429	+;+;+	1683	466
Afu3g03000	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	801248;801629;801864	801567;801807;802144	+;+;+	780	33
Afu5g05670	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1319995;1320545;1321556	1320491;1321494;1322347	-;-;-	2239	378
Afu1g15310	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4127950;4128992	4128930;4131397	+;+	3387	513
Afu1g12390	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3269476;3269783;3269884;3270406	3269709;3269818;3270127;3272337	+;+;+;+	2446	1765
Afu3g03630	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	975734;978499	978445;979178	+;+	3392	754
Afu3g03990	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1136718;1136868	1136803;1137654	-;-	873	17
Afu2g13030	Chr2_A_fumigatus_Af293	3344456	3346012	+	1557	763
Afu3g13460	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3558737;3559031;3559608	3558965;3559543;3560229	+;+;+	1364	598
Afu2g11840	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3056158;3057057;3057329;3057467;3057703;3057852;3058067;3058386	3056968;3057260;3057411;3057646;3057795;3058008;3058311;3060491	+;+;+;+;+;+;+;+	3879	5401
Afu5g11630	Chr5_A_fumigatus_Af293	2989422	2991611	-	2190	1416
Afu6g08160	Chr6_A_fumigatus_Af293	1899219	1900250	+	1032	145
Afu5g09170	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2350374;2350741;2351229;2351567;2352674;2353150	2350647;2351175;2351516;2352611;2353089;2353376	+;+;+;+;+;+	2685	140
Afu2g04170	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1151808;1153361	1153294;1155779	+;+	3906	4232
Afu6g02390	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	445384;446001	445812;446378	+;+	807	198
Afu8g05780	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1373205;1373675;1375239;1376047	1373600;1375118;1375929;1376136	+;+;+;+	2621	20
Afu3g13120	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3484963;3485759	3485690;3486119	-;-	1089	53
Afu2g10470	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2680700;2682537	2682454;2683949	+;+	3168	294
Afu4g07380	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1918233;1919830;1920006	1919766;1919947;1920251	-;-;-	1898	420
Afu3g14090	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3744531;3747460;3748417;3748747	3746492;3748363;3748692;3749380	+;+;+;+	3776	3869
Afu4g10120	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2637025;2637642;2638013;2638483;2638964;2639269	2637255;2637895;2638414;2638908;2639193;2639816	+;+;+;+;+;+	2091	1942
Afu1g02040	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	603587;604151	604090;604435	-;-	789	146
Afu3g10220	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2637395;2638888;2639019;2639979	2638685;2638947;2639911;2640059	-;-;-;-	2325	915
Afu2g09920	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2540891;2541072	2541034;2541233	+;+	306	162
Afu2g04800	Chr2_A_fumigatus_Af293	1322851	1323459	+	609	0
Afu8g02120	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	547349;547705;547837	547652;547782;548171	+;+;+	717	2295
Afu5g02910	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	770881;771076;771977	771022;771900;772556	-;-;-	1547	1733
Afu5g01900	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	482209;484198	484141;485134	-;-	2870	1293
Afu6g11330	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2811823;2812218;2812399;2812573;2812733;2813177;2813456;2813644	2812159;2812351;2812517;2812680;2813103;2813406;2813576;2813849	+;+;+;+;+;+;+;+	1626	68
Afu3g09395	Chr3_A_fumigatus_Af293	2378796	2378911	-	116	0
Afu3g14610	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3872326;3872793;3873111;3873269;3873500;3873959;3874079;3874235	3872694;3873060;3873215;3873437;3873892;3874028;3874171;3875036	-;-;-;-;-;-;-;-	2269	381
Afu3g14640	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3881376;3881739;3882121;3882455	3881698;3882074;3882406;3882604	+;+;+;+	1095	34
Afu1g01650	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	513915;514116;514499	514052;514427;515287	+;+;+	1239	54
Afu2g12420	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3191564;3192431;3192666;3192819	3192354;3192594;3192755;3193505	-;-;-;-	1732	534
Afu6g05150	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1230255;1231952;1232131;1232525;1233119;1233657;1233872;1234011	1231720;1232033;1232453;1233063;1233586;1233789;1233947;1235528	+;+;+;+;+;+;+;+	4605	3795
Afu6tT(CGU)2	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1574776;1574825	1574811;1574860	+;+	72	0
Afu4g11410	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2992777;2992998	2992929;2995508	+;+	2664	513
Afu4g09760	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2540118;2540782	2540710;2541818	+;+	1630	213
Afu1g12950	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3430435;3430975;3431160;3431500;3431587;3431708;3431835;3432056;3432146;3432342	3430761;3431079;3431402;3431527;3431650;3431787;3432006;3432096;3432283;3433736	+;+;+;+;+;+;+;+;+;+	2593	608
Afu7g00090	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	4475;4655;5177;6732	4516;5089;5836;6785	+;+;+;+	1191	1
Afu6g02315	Chr6_A_fumigatus_Af293	418039	418154	-	116	0
Afu4g00670	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	184686;185740	185693;186502	+;+	1771	142
Afu2g10730	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2743799;2744365;2746131;2746751;2747543	2744312;2746083;2746688;2747491;2748799	+;+;+;+;+	4789	862
Afu2g06205	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1764499;1764973	1764918;1765197	-;-	645	229
Afu1g05080	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1454060;1454290;1454437	1454233;1454359;1455134	+;+;+	942	4596
Afu6g04550	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1053316;1053950;1054459	1053871;1054216;1056002	-;-;-	2367	47
Afu4g03540	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1001372;1001801;1001969;1002400;1002533;1002998	1001740;1001908;1002351;1002464;1002928;1003271	+;+;+;+;+;+	1595	5
Afu1g03110	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	896544;897122;897364;897539	897014;897173;897466;897574	+;+;+;+	662	3324
Afu7g00310	Chr7_A_fumigatus_Af293	92032	92379	-	348	1
Afu5g01080	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	276701;277051;277754;278334	276853;277701;278284;278495	-;-;-;-	1497	95
Afu3g08420	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2158121;2158620	2158552;2158983	-;-	796	783
Afu3g07230	Chr3_A_fumigatus_Af293	1816056	1817288	-	1233	768
Afu5g14680	Chr5_A_fumigatus_Af293	3799759	3800442	+	684	23035
Afu5g08235	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2089600;2089708;2090189	2089649;2090116;2090701	+;+;+	972	815
Afu3g09090	Chr3_A_fumigatus_Af293	2316086	2317228	+	1143	263
Afu2g04020	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1095754;1096250;1096414;1097799	1096129;1096334;1097746;1099169	+;+;+;+	3165	3422
Afu7g05520	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1333155;1335919	1335859;1336146	-;-	2933	147
Afu1g05510	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1574177;1576191	1575985;1576856	-;-	2475	1002
Afu2g08470	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2181428;2182473;2183255;2183796;2186079;2186354	2182411;2183176;2183657;2186024;2186247;2186850	-;-;-;-;-;-	4986	1682
Afu5g03360	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	905935;906250;906760	906188;906696;907454	+;+;+	1396	226
Afu5g13180	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3458782;3459125;3459286;3459420;3459692;3459964;3460107;3460306	3459068;3459215;3459369;3459641;3459909;3460056;3460257;3460652	+;+;+;+;+;+;+;+	1493	167
Afu2g05480	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1533897;1534071;1534374	1534011;1534302;1534392	+;+;+	366	128
Afu5g15000	Chr5_A_fumigatus_Af293	3880881	3882138	-	1258	63
Afu5g12930	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3391693;3391783;3392740	3391698;3392685;3393741	+;+;+	1911	245
Afu1g13390	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3559777;3559971;3560107;3560294;3560421;3560683;3560940;3561082	3559889;3560011;3560219;3560347;3560603;3560886;3561026;3561986	+;+;+;+;+;+;+;+	1700	598
Afu1g14480	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3867597;3868094	3868023;3868503	+;+	837	171
Afu1g06820	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1945627;1946158;1946400;1946692;1946928;1947271;1947361;1947532	1946107;1946343;1946613;1946858;1947206;1947295;1947442;1947925	-;-;-;-;-;-;-;-	1828	1465
Afu6g04910	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1156485;1157191;1157382	1157123;1157331;1160994	+;+;+	4393	709
Afu4g07320	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1902522;1902946;1903407	1902847;1903024;1903550	-;-;-	549	278
Afu7g07140	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1775752;1776341	1776290;1776665	-;-	864	48
